,area,bedrooms,distance,furnished,price
1234,1200.0,2,11.88,Semifurnished,12500
1235,700.0,1,14.36,Furnished,17000
1236,1500.0,3,7.4,Semifurnished,29000
1237,600.0,1,9.15,Furnished,23000
1238,2000.0,2,7.4,Semifurnished,28000
1239,1333.0,3,17.39,Semifurnished,24000
1240,400.0,1,70.62,Semifurnished,Rent
1241,1610.0,3,11.88,Semifurnished,22500
1242,1662.0,3,11.88,Semifurnished,22000
1243,450.0,1,9.95,Semifurnished,10000
1244,3000.0,3,4.66,Furnished,65000
1245,1000.0,2,10.95,Semifurnished,8000
1246,700.0,1,6.17,Semifurnished,20000
1247,650.0,1,9.17,Semifurnished,18000
1248,1275.0,2,11.88,Semifurnished,19880
1249,591.0,1,19.09,Semifurnished,11500
1250,1200.0,2,6.45,Semifurnished,22000
1251,650.0,1,9.15,Furnished,20000
1252,1251.0,3,19.09,Semifurnished,20000
1253,1485.0,3,7.66,Semifurnished,45000
1254,1300.0,2,4.34,Furnished,45000
1255,1200.0,2,11.88,Semifurnished,16000
1256,1100.0,2,9.95,Semifurnished,18000
1257,2190.0,3,4.66,Furnished,50000
1258,1100.0,2,6.17,Semifurnished,28000
1259,850.0,1,17.81,Semifurnished,12500
1260,1500.0,1,6.08,Semifurnished,16000
1261,390.0,1,7.66,Semifurnished,11450
1262,1850.0,3,6.73,Semifurnished,37000
1263,1350.0,3,16.39,Furnished,13500
1264,700.0,1,12.19,Semifurnished,16500
1265,1155.0,2,9.05,Semifurnished,19500
1266,1320.0,2,127.39,Semifurnished,24000
1267,2079.0,3,12.0,Semifurnished,40000
1268,1410.0,3,11.88,Semifurnished,25000
1269,1410.0,3,11.88,Semifurnished,24500
1270,2200.0,3,10.42,Furnished,50000
1271,1500.0,3,126.97,Semifurnished,30000
1272,1672.0,3,17.39,Semifurnished,24000
1273,1895.0,3,11.88,Semifurnished,28000
1274,1662.0,3,11.88,Semifurnished,27000
1275,1657.0,3,11.88,Semifurnished,28000
1276,1670.0,3,11.88,Semifurnished,26000
1277,1666.0,3,11.88,Semifurnished,27000
1278,1666.0,3,11.88,Semifurnished,28000
1279,1690.0,3,11.88,Semifurnished,28000
1280,600.0,1,9.86,Semifurnished,13000
1281,1724.0,3,14.55,Semifurnished,40000
1282,1228.0,3,21.73,Semifurnished,15000
1283,1100.0,2,9.17,Semifurnished,30000
1284,6000.0,3,6.43,Semifurnished,50000
1285,1460.0,3,6.98,Semifurnished,31000
1286,1350.0,3,6.98,Semifurnished,29000
1287,1450.0,3,6.98,Semifurnished,29000
1288,1300.0,2,10.42,Semifurnished,22000
1289,600.0,1,9.05,Semifurnished,14000
1290,4300.0,4,10.1,Semifurnished,140000
1291,1250.0,2,11.89,Semifurnished,27000
1292,800.0,1,9.14,Semifurnished,13500
1293,600.0,1,9.17,Semifurnished,18000
1294,2500.0,3,5.71,Semifurnished,85000
1295,1482.0,3,7.88,Semifurnished,35000
1296,2000.0,3,6.45,Semifurnished,50000
1297,500.0,1,7.66,Semifurnished,16000
1298,380.0,1,7.66,Semifurnished,11350
1299,1150.0,2,3.12,Semifurnished,28000
1300,550.0,1,7.1,Semifurnished,11800
1301,1450.0,2,3.62,Semifurnished,36000
1302,1800.0,3,10.1,Semifurnished,35000
1303,2400.0,4,9.15,Semifurnished,65000
1304,1987.0,3,7.4,Semifurnished,45000
1305,617.0,1,7.68,Semifurnished,19000
1306,611.0,1,7.68,Semifurnished,19000
1307,800.0,2,43.31,Semifurnished,15000
1308,1490.0,3,14.36,Furnished,45000
1309,2400.0,2,9.17,Semifurnished,23500
1310,1650.0,3,10.51,Semifurnished,24500
1311,1400.0,2,16.39,Semifurnished,26000
1312,2430.0,3,7.4,Semifurnished,80000
1313,1200.0,1,9.17,Semifurnished,18000
1314,1595.0,3,10.67,Semifurnished,25000
1315,1250.0,2,11.73,Furnished,16000
1316,2632.0,3,4.66,Semifurnished,120000
1317,2000.0,3,10.67,Semifurnished,30000
1318,1570.0,3,64.58,Semifurnished,25000
1319,1470.0,3,10.51,Semifurnished,21500
1320,1903.0,3,14.42,Semifurnished,40000
1321,6000.0,4,14.55,Semifurnished,250000
1322,1210.0,2,10.51,Furnished,17000
1323,800.0,1,5.8,Semifurnished,11000
1324,1150.0,2,6.17,Furnished,43000
1325,1450.0,2,6.78,Semifurnished,45000
1326,450.0,0,7.1,Furnished,17500
1327,1645.0,3,9.05,Semifurnished,37000
1328,1800.0,3,10.42,Semifurnished,26000
1329,10000.0,3,39.12,Semifurnished,55000
1330,1001.0,2,9.14,Semifurnished,24000
1331,1157.0,2,12.72,Semifurnished,22000
1332,465.0,1,14.55,Furnished,20000
1333,1200.0,3,11.88,Semifurnished,12000
1334,1300.0,2,9.17,Semifurnished,28500
1335,1200.0,2,39.12,Semifurnished,35000
1336,1200.0,2,21.73,Semifurnished,18000
1337,700.0,1,10.96,Furnished,25000
1338,1400.0,3,19.74,Semifurnished,16500
1339,520.0,1,9.86,Semifurnished,15000
1340,572.0,1,12.58,Semifurnished,16500
1341,1300.0,2,14.36,Semifurnished,20000
1342,600.0,1,9.86,Semifurnished,15000
1343,1200.0,2,7.56,Semifurnished,15500
1344,550.0,1,43.31,Semifurnished,14000
1345,500.0,1,9.17,Semifurnished,16000
1346,1300.0,2,10.42,Semifurnished,21000
1347,1470.0,3,10.51,Semifurnished,20500
1348,2860.0,4,69.95,Semifurnished,85000
1349,692.0,1,14.55,Semifurnished,19000
1350,736.0,1,12.58,Semifurnished,19000
1351,1300.0,2,6.98,Semifurnished,21000
1352,2307.0,3,7.4,Semifurnished,70000
1353,1200.0,2,11.89,Semifurnished,26500
1354,1200.0,2,11.89,Semifurnished,27000
1355,550.0,1,9.17,Semifurnished,19000
1356,1500.0,3,126.97,Semifurnished,22000
1357,2187.0,3,7.88,Semifurnished,45000
1358,1000.0,2,7.68,Semifurnished,26000
1359,450.0,1,126.97,Semifurnished,8000
1360,1545.0,3,9.17,Semifurnished,27000
1361,800.0,2,12.45,Semifurnished,10000
1362,2175.0,3,39.12,Semifurnished,350000
1363,1200.0,2,39.12,Semifurnished,28000
1364,500.0,1,14.35,Semifurnished,Rent
1365,600.0,1,9.15,Semifurnished,18000
1366,5000.0,3,39.12,Furnished,80000
1367,500.0,1,12.72,Semifurnished,6000
1368,2551.0,3,7.4,Furnished,100000
1369,1200.0,2,51.37,Semifurnished,18000
1370,700.0,1,9.17,Semifurnished,19000
1371,1100.0,2,11.89,Semifurnished,25000
1372,1630.0,3,14.35,Semifurnished,28000
1373,1315.0,2,14.35,Semifurnished,25000
1374,1514.0,3,14.35,Semifurnished,28000
1375,1273.0,2,14.35,Semifurnished,25000
1376,250.0,1,6.08,Furnished,17000
1377,1200.0,2,9.15,Furnished,55000
1378,1200.0,2,40.79,Semifurnished,16000
1379,905.0,2,7.66,Semifurnished,18000
1380,1110.0,2,14.55,Semifurnished,23900
1381,1350.0,2,7.16,Semifurnished,33000
1382,1241.0,2,13.88,Furnished,27590
1383,1463.0,3,14.11,Semifurnished,35000
1384,1300.0,3,13.88,Semifurnished,29900
1385,500.0,1,9.86,Semifurnished,15000
1386,600.0,1,69.95,Semifurnished,16500
1387,1200.0,2,17.81,Semifurnished,22000
1388,600.0,1,6.17,Semifurnished,22000
1389,600.0,1,6.17,Semifurnished,19000
1390,450.0,1,8.64,Semifurnished,15000
1391,1251.0,2,14.98,Semifurnished,25000
1392,1100.0,2,51.37,Semifurnished,17000
1393,1800.0,3,9.17,Semifurnished,38000
1394,1150.0,2,6.17,Semifurnished,27000
1395,1250.0,2,10.96,Semifurnished,20000
1396,850.0,2,8.75,Semifurnished,12500
1397,1709.0,3,7.4,Semifurnished,46000
1398,1285.0,2,10.51,Semifurnished,22000
1399,650.0,1,39.12,Semifurnished,18000
1400,1895.0,3,10.67,Semifurnished,32000
1401,550.0,1,7.1,Semifurnished,9000
1402,955.0,2,7.9,Semifurnished,26000
1403,956.0,2,7.9,Semifurnished,26000
1404,2400.0,3,5.71,Semifurnished,70000
1405,599.35,1,10.27,Semifurnished,8500
1406,759.0,1,14.55,Semifurnished,19000
1407,884.0,2,52.37,Semifurnished,16000
1408,350.0,0,7.85,Semifurnished,7000
1409,700.0,1,6.17,Semifurnished,19000
1410,1150.0,2,14.35,Semifurnished,24000
1411,1705.0,3,14.35,Semifurnished,37000
1412,1500.0,3,14.55,Semifurnished,32000
1413,1130.0,2,6.98,Semifurnished,26000
1414,2200.0,2,3.97,Semifurnished,21000
1415,1500.0,3,6.85,Semifurnished,28000
1416,1200.0,2,39.12,Semifurnished,30000
1417,1200.0,2,9.17,Semifurnished,29000
1418,600.0,1,7.68,Semifurnished,15000
1419,600.0,3,9.17,Semifurnished,40000
1420,1200.0,2,9.17,Semifurnished,27000
1421,1661.0,3,9.17,Semifurnished,40000
1422,2300.0,3,5.71,Semifurnished,65000
1423,2250.0,3,5.71,Semifurnished,70000
1424,1150.0,1,10.02,Semifurnished,10500
1425,700.0,1,7.52,Semifurnished,23500
1426,750.0,1,16.53,Semifurnished,16000
1427,469.0,1,14.55,Furnished,20000
1428,1200.0,2,39.12,Semifurnished,32000
1429,468.0,1,14.55,Furnished,20000
1430,466.0,1,14.55,Furnished,20000
1431,485.0,1,14.55,Furnished,20000
1432,1050.0,1,6.98,Semifurnished,12500
1433,450.0,1,14.55,Furnished,20000
1434,1456.0,3,12.72,Furnished,32000
1435,1560.0,3,138.39,Semifurnished,27000
1436,1200.0,2,6.45,Semifurnished,40000
1437,1570.0,3,11.88,Semifurnished,24000
1438,400.0,0,126.97,Furnished,8500
1439,1007.0,2,45.23,Semifurnished,16000
1440,1575.0,3,6.98,Semifurnished,37500
1441,2400.0,3,9.17,Semifurnished,60000
1442,1450.0,3,10.42,Semifurnished,27000
1443,2200.0,3,3.8,Furnished,60000
1444,1000.0,2,8.64,Semifurnished,19000
1445,1717.0,3,14.11,Semifurnished,40000
1446,941.0,2,19.09,Semifurnished,18000
1447,1560.0,3,40.79,Semifurnished,17000
1448,545.0,1,1.67,Semifurnished,15000
1449,2000.0,3,4.66,Furnished,75000
1450,784.0,2,19.09,Semifurnished,16500
1451,1636.0,3,24.67,Semifurnished,26500
1452,600.0,1,14.55,Furnished,19000
1453,1340.0,2,13.94,Furnished,46000
1454,600.0,1,9.15,Semifurnished,22000
1455,600.0,1,126.97,Semifurnished,12000
1456,1680.0,3,6.98,Semifurnished,36000
1457,680.0,1,10.96,Semifurnished,20000
1458,3500.0,4,43.9,Semifurnished,50000
1459,700.0,1,9.15,Semifurnished,19500
1460,2150.0,3,19.74,Semifurnished,34000
1461,1830.0,3,8.32,Semifurnished,20000
1462,615.0,1,69.95,Semifurnished,17000
1463,20000.0,3,9.14,Semifurnished,50000
1464,995.0,2,19.09,Semifurnished,1000000
1465,2000.0,3,4.66,Semifurnished,60000
1466,702.0,1,12.58,Furnished,19900
1467,666.0,1,7.66,Semifurnished,12000
1468,1350.0,2,6.95,Semifurnished,19000
1469,1250.0,2,10.42,Semifurnished,21600
1470,1800.0,3,6.98,Semifurnished,20000
1471,1640.0,3,19.09,Semifurnished,20000
1472,1100.0,2,11.04,Semifurnished,16000
1473,864.0,2,19.09,Semifurnished,17500
1474,1880.0,3,12.09,Semifurnished,36000
1475,1600.0,3,7.1,Furnished,33000
1476,1000.0,1,126.97,Furnished,16800
1477,1250.0,2,6.73,Semifurnished,27000
1478,3381.0,4,108.91,Semifurnished,120000
1479,1650.0,3,14.55,Semifurnished,29000
1480,1400.0,2,11.27,Semifurnished,25000
1481,600.0,1,14.55,Semifurnished,17000
1482,550.0,1,7.1,Semifurnished,11500
1483,2635.0,4,32.58,Semifurnished,50000
1484,600.0,1,10.42,Semifurnished,15000
1485,1509.0,3,43.31,Semifurnished,23500
1486,694.0,1,10.96,Semifurnished,19000
1487,1200.0,3,33.26,Semifurnished,12000
1488,1356.0,3,13.88,Semifurnished,28700
1489,900.0,2,39.12,Semifurnished,20500
1490,2100.0,3,2.02,Semifurnished,60000
1491,2700.0,1,7.9,Semifurnished,16300
1492,600.0,1,12.58,Semifurnished,13500
1493,1200.0,2,39.12,Semifurnished,25000
1494,500.0,1,17.81,Semifurnished,12000
1495,1450.0,3,16.39,Semifurnished,24300
1496,500.0,2,12.45,Semifurnished,12000
1497,3000.0,4,5.75,Semifurnished,65000
1498,1200.0,1,6.17,Semifurnished,16500
1499,1140.0,2,17.97,Semifurnished,21500
1500,1.0,2,54.76,Furnished,100000
1501,1300.0,3,39.12,Semifurnished,25000
1502,1200.0,2,4.66,Furnished,25000
1503,1100.0,2,9.14,Semifurnished,27000
1504,1460.0,3,10.67,Furnished,30000
1505,907.0,2,11.17,Furnished,16200
1506,1200.0,2,6.17,Semifurnished,27000
1507,500.0,1,7.1,Semifurnished,12000
1508,600.0,1,6.08,Semifurnished,16000
1509,1100.0,2,9.17,Semifurnished,23000
1510,780.0,1,19.09,Semifurnished,12000
1511,1600.0,3,12.58,Semifurnished,43000
1512,2055.0,3,3.53,Semifurnished,56000
1513,2053.0,3,3.53,Semifurnished,55500
1514,2051.0,3,3.53,Semifurnished,55000
1515,1770.0,3,3.53,Semifurnished,54500
1516,4009.0,4,2.02,Semifurnished,160000
1517,1680.0,3,19.09,Furnished,26000
1518,787.0,2,19.09,Semifurnished,15000
1519,744.0,2,19.09,Semifurnished,15000
1520,1970.0,3,10.67,Semifurnished,25000
1521,2145.0,3,10.67,Semifurnished,32000
1522,750.0,1,7.66,Semifurnished,16500
1523,1350.0,2,6.45,Semifurnished,30000
1524,781.0,1,8.64,Semifurnished,23000
1525,1724.0,3,14.55,Semifurnished,40000
1526,2400.0,3,51.37,Semifurnished,65000
1527,1000.0,2,11.04,Semifurnished,17500
1528,1390.0,2,127.39,Semifurnished,32000
1529,1150.0,2,1.67,Semifurnished,29000
1530,3259.0,3,3.74,Furnished,80000
1531,3034.0,3,12.58,Furnished,100000
1532,1700.0,3,16.39,Semifurnished,28000
1533,1740.0,3,6.98,Semifurnished,43000
1534,1636.0,3,24.67,Semifurnished,22500
1535,681.0,1,19.09,Semifurnished,12100
1536,600.0,1,19.12,Semifurnished,12000
1537,1500.0,2,7.66,Semifurnished,22000
1538,500.0,1,5.8,Semifurnished,8000
1539,730.0,1,10.96,Semifurnished,20100
1540,1500.0,1,7.66,Semifurnished,15500
1541,1770.0,3,3.53,Furnished,65000
1542,1200.0,2,39.12,Semifurnished,28000
1543,2400.0,3,7.4,Semifurnished,70000
1544,1200.0,2,39.12,Furnished,28000
1545,1400.0,2,2.64,Furnished,50000
1546,1950.0,3,39.12,Furnished,80000
1547,2400.0,2,6.85,Semifurnished,25000
1548,678.0,1,8.75,Semifurnished,15000
1549,700.0,1,3.86,Semifurnished,13000
1550,2479.0,3,3.53,Furnished,85000
1551,791.0,1,8.87,Semifurnished,18000
1552,925.0,2,39.12,Furnished,28000
1553,1500.0,3,40.79,Semifurnished,19000
1554,1600.0,3,6.73,Semifurnished,40000
1555,2200.0,3,6.58,Semifurnished,45000
1556,650.0,1,14.55,Semifurnished,13000
1557,1250.0,3,1.87,Semifurnished,45000
1558,560.0,1,12.58,Furnished,20000
1559,600.0,1,9.14,Semifurnished,17000
1560,950.0,2,43.31,Semifurnished,14500
1561,1917.0,3,10.67,Semifurnished,30000
1562,2387.0,3,4.34,Semifurnished,110000
1563,1745.0,3,10.51,Semifurnished,24500
1564,1266.0,2,10.67,Semifurnished,21000
1565,1500.0,2,7.66,Semifurnished,22800
1566,2015.0,3,3.8,Semifurnished,51000
1567,673.0,1,8.75,Semifurnished,15000
1568,671.0,1,8.75,Semifurnished,15000
1569,631.0,1,8.75,Semifurnished,15000
1570,1860.0,3,7.88,Semifurnished,25000
1571,1100.0,2,17.81,Furnished,26000
1572,1100.0,2,6.17,Semifurnished,27000
1573,600.0,1,9.17,Semifurnished,19200
1574,800.0,2,7.52,Furnished,14000
1575,3197.0,4,69.95,Semifurnished,80000
1576,650.0,1,14.42,Semifurnished,8000
1577,600.0,2,6.53,Semifurnished,12000
1578,650.0,1,11.89,Semifurnished,16500
1579,2500.0,3,5.71,Furnished,120000
1580,929.0,2,10.7,Semifurnished,17100
1581,1410.0,3,11.88,Semifurnished,23000
1582,550.0,1,19.74,Semifurnished,13500
1583,3500.0,3,14.71,Semifurnished,55000
1584,1800.0,3,39.12,Semifurnished,34000
1585,650.0,1,9.15,Semifurnished,16000
1586,605.79,1,5.8,Semifurnished,11000
1587,1350.0,2,6.95,Semifurnished,19000
1588,1670.0,3,66.4,Semifurnished,30000
1589,1140.0,2,14.35,Semifurnished,20000
1590,1748.0,3,14.35,Semifurnished,24000
1591,1650.0,3,14.35,Semifurnished,25000
1592,1200.0,2,7.68,Semifurnished,30000
1593,1205.0,2,4.34,Semifurnished,32000
1594,1760.0,3,12.72,Semifurnished,42000
1595,1768.0,3,12.72,Semifurnished,41000
1596,600.0,1,9.86,Semifurnished,14000
1597,150.0,0,7.16,Semifurnished,8000
1598,4200.0,4,4.66,Furnished,120000
1599,250.0,0,6.17,Semifurnished,13000
1600,500.0,1,6.77,Furnished,19000
1601,2550.0,3,39.12,Furnished,130000
1602,560.0,1,39.12,Semifurnished,15000
1603,1800.0,3,6.08,Semifurnished,75000
1604,542.0,1,8.87,Semifurnished,17000
1605,1101.0,2,10.96,Semifurnished,25000
1606,701.0,1,12.58,Furnished,19540
1607,2400.0,2,9.17,Semifurnished,32000
1608,750.0,1,11.27,Semifurnished,15600
1609,1800.0,3,39.12,Semifurnished,55000
1610,1400.0,2,19.12,Semifurnished,16000
1611,650.0,1,7.68,Semifurnished,17500
1612,2600.0,1,17.6,Semifurnished,15001
1613,1552.0,3,10.96,Semifurnished,43000
1614,2500.96,3,7.77,Semifurnished,45000
1615,1200.0,2,39.12,Semifurnished,24000
1616,2100.0,3,39.12,Semifurnished,60000
1617,969.0,2,126.97,Semifurnished,21000
1618,970.0,2,126.97,Semifurnished,21000
1619,1201.0,2,6.24,Semifurnished,27000
1620,1644.0,3,16.39,Semifurnished,29500
1621,550.0,1,17.93,Semifurnished,15000
1622,4500.0,5,9.97,Semifurnished,400000
1623,551.0,1,6.77,Semifurnished,11000
1624,800.0,1,10.42,Semifurnished,14000
1625,1200.0,0,126.97,Furnished,14000
1626,1434.0,3,11.88,Semifurnished,22000
1627,1200.0,2,6.73,Semifurnished,25000
1628,1027.0,2,19.09,Semifurnished,21000
1629,4000.0,4,84.13,Semifurnished,250000
1630,525.0,1,9.05,Semifurnished,13500
1631,1750.0,3,10.1,Semifurnished,34000
1632,972.0,2,10.42,Semifurnished,30000
1633,1270.0,2,77.65,Semifurnished,22000
1634,1103.0,2,14.55,Semifurnished,23890
1635,1650.0,3,9.97,Semifurnished,32000
1636,1680.0,3,6.98,Semifurnished,38000
1637,3100.0,4,13.07,Semifurnished,50000
1638,1300.0,2,1.87,Semifurnished,35000
1639,2204.0,4,10.67,Semifurnished,50000
1640,1365.0,2,6.98,Furnished,34000
1641,1250.0,2,19.74,Semifurnished,20000
1642,1721.0,3,20.2,Semifurnished,23000
1643,250.0,1,9.15,Semifurnished,12000
1644,1375.0,2,3.8,Furnished,38000
1645,1470.0,3,10.51,Semifurnished,23000
1646,475.0,1,10.27,Semifurnished,11000
1647,567.0,1,7.66,Semifurnished,12000
1648,650.0,1,7.66,Semifurnished,15500
1649,1200.0,2,9.17,Semifurnished,28000
1650,450.0,1,10.27,Semifurnished,11000
1651,613.0,1,7.68,Semifurnished,18000
1652,618.0,1,7.68,Semifurnished,16000
1653,1100.0,2,12.09,Semifurnished,17000
1654,850.0,2,8.13,Semifurnished,20000
1655,9500.0,2,6.24,Semifurnished,21000
1656,1200.0,2,4.66,Semifurnished,22000
1657,2332.33,3,7.77,Semifurnished,45000
1658,1553.0,2,19.09,Semifurnished,23000
1659,2400.0,2,4.66,Furnished,35000
1660,700.0,1,7.67,Furnished,18000
1661,600.0,1,9.17,Semifurnished,16000
1662,450.0,1,70.62,Semifurnished,9000
1663,1700.0,3,10.96,Furnished,55000
1664,600.0,1,9.17,Semifurnished,18000
1665,1690.0,2,6.98,Semifurnished,18900
1666,1620.0,3,11.88,Semifurnished,25000
1667,1810.0,3,39.12,Semifurnished,55000
1668,1200.0,2,13.88,Semifurnished,22950
1669,500.0,1,6.78,Semifurnished,16000
1670,2199.0,3,17.14,Semifurnished,350000
1671,1200.0,2,14.55,Semifurnished,26000
1672,1132.0,2,5.8,Semifurnished,18000
1673,1929.0,3,10.1,Semifurnished,38000
1674,2400.0,5,9.05,Semifurnished,85000
1675,1655.0,3,17.97,Semifurnished,33000
1676,3300.0,4,10.1,Semifurnished,55000
1677,1274.0,2,14.13,Semifurnished,25000
1678,1200.0,1,8.13,Furnished,20000
1679,1606.0,3,10.1,Semifurnished,32000
1680,1700.0,3,10.1,Semifurnished,32500
1681,1500.0,3,50.71,Semifurnished,14000
1682,600.0,1,17.81,Semifurnished,10000
1683,1200.0,2,3.8,Semifurnished,30000
1684,1200.0,2,9.15,Semifurnished,32000
1685,1200.0,2,9.15,Semifurnished,32500
1686,1350.0,3,126.97,Semifurnished,20000
1687,1065.0,2,16.1,Semifurnished,23500
1688,1040.0,2,16.39,Semifurnished,16500
1689,1630.0,3,6.98,Semifurnished,31000
1690,1420.0,3,6.98,Semifurnished,29000
1691,1450.0,3,6.98,Semifurnished,29000
1692,1460.0,3,6.98,Semifurnished,27500
1693,1420.0,3,6.98,Semifurnished,31000
1694,1370.0,3,6.98,Semifurnished,30000
1695,900.0,2,6.08,Semifurnished,20000
1696,1801.0,2,11.88,Furnished,50000
1697,1744.0,3,12.09,Semifurnished,30000
1698,600.0,1,6.08,Semifurnished,17000
1699,600.0,1,9.17,Semifurnished,20000
1700,500.0,1,12.74,Semifurnished,9000
1701,1690.0,3,11.88,Semifurnished,28500
1702,596.0,1,11.38,Semifurnished,12456
1703,2300.0,3,38.08,Semifurnished,50000
1704,1600.0,3,14.89,Furnished,38000
1705,1000.0,2,8.25,Semifurnished,20000
1706,1900.0,2,11.88,Semifurnished,10500
1707,1670.0,3,14.35,Semifurnished,30000
1708,1612.0,3,14.35,Semifurnished,25000
1709,650.0,1,12.58,Semifurnished,17000
1710,2422.0,4,20.2,Semifurnished,26000
1711,2422.0,4,20.2,Semifurnished,25000
1712,2422.0,4,20.2,Semifurnished,24500
1713,800.0,2,14.55,Semifurnished,17999
1714,541.0,1,14.55,Semifurnished,12980
1715,1325.0,2,13.45,Semifurnished,26420
1716,689.0,2,8.87,Semifurnished,16000
1717,541.0,1,8.87,Semifurnished,13000
1718,3365.0,3,13.59,Semifurnished,25000
1719,1527.0,3,11.88,Semifurnished,28000
1720,2350.0,3,5.71,Semifurnished,60000
1721,1725.0,3,20.2,Semifurnished,24000
1722,2500.0,3,4.34,Semifurnished,70000
1723,1375.0,3,16.39,Semifurnished,26000
1724,1600.0,3,6.98,Semifurnished,38000
1725,2600.0,3,17.97,Furnished,40000
1726,1050.0,2,11.04,Semifurnished,18000
1727,1250.0,2,7.68,Semifurnished,30000
1728,600.0,1,10.42,Semifurnished,13000
1729,1200.0,2,4.66,Semifurnished,28000
1730,5000.0,4,13.45,Semifurnished,95000
1731,2000.0,2,4.34,Semifurnished,40000
1732,1499.0,3,17.39,Semifurnished,22000
1733,7460.0,4,10.47,Semifurnished,450000
1734,550.0,1,10.42,Semifurnished,14000
1735,1917.0,3,10.67,Semifurnished,28000
1736,1595.0,3,10.67,Furnished,35000
1737,786.0,2,19.09,Semifurnished,16000
